處理的字串,predict
我要聽台語歌,(3 5 language)
我想聽李白,(3 5 song)
taylor swift,(0 3 artist)
我要聽新歌,(3 5 keyword)
西洋音樂,(0 2 language)
我要聽粵語歌,(3 5 language)
我要聽五月天派對動物,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
學貓叫,(0 3 song)
請播放baby shark,(3 6 song)
播放起風了,(2 5 song)
我要聽張雨生的歌,(3 6 artist)
我要聽搖滾音樂,(3 5 category)
我要聽獨立音樂,(3 5 category)
我要聽王傑的歌,(3 5 artist)
我要聽小野麗莎的歌,(3 7 artist)
我要聽歪批三國,(3 7 song)
播放周興哲的怎麼了,(2 5 artist) (6 9 song)
我要聽節奏藍調音樂,(3 7 category)
我要聽日文歌,(3 5 language)
我要聽王菲的歌,(3 5 album)
我要聽新歌,(3 5 keyword)
我要聽光年之外,(3 7 song)
我要聽華語音樂,(3 5 language)
我要聽你喜歡我的歌嗎,(3 10 song)
我要聽鄧麗君的空港,(3 6 artist) (7 9 song)
請播理查,(2 4 song)
跟我說個白雪公主故事,(4 8 audiobook)
我要聽新歌,(3 5 keyword)
我要聽鬼故事,(3 6 audiobook_category)
我要聽鄧紫棋的歌,(3 6 artist)
我要聽于文文的歌,(3 6 artist)
我要點播英文歌,(4 6 language)
我要聽 lady gaga 的歌,(4 7 artist)
我要聽玖壹壹的歌,(3 6 artist)
我要聽李聖傑的歌,(3 6 artist)
黃鶯鶯的哭砂,(0 3 artist) (4 6 song)
我要聽防彈少年團的歌,(3 8 artist)
播放一曲相思,(2 6 song)
我要聽周杰倫的歌,(3 6 artist)
兩隻老虎,(0 4 song)
我要聽搖滾音樂,(3 5 category)
我要聽蔡依林的歌,(3 6 artist)
我要聽快樂天堂,(3 7 song)
播放一曲相思,(2 6 song)
古典音樂古典音樂,(4 6 category)
我要聽熱門歌曲,(3 5 keyword)
我要聽搖滾音樂,(3 5 category)
我要聽于文文的歌,(3 6 artist)
我要聽走到飛,(3 6 song)
砰砰砰,(0 3 song)
播放音樂,(0 4 song)
我要聽嘻哈排行榜,(3 5 category)
我要聽煙花易冷,(3 7 song)
我要聽于文文的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
播放一曲相思,(2 6 song)
播放輕音樂,(2 5 category)
涼涼,(0 2 song)
播放音樂,(0 4 song)
兩隻老虎,(0 4 song)
我要聽搖滾音樂,(3 5 category)
我要聽鬼故事,(3 6 audiobook_category)
播放一曲相思,(2 6 song)
我要聽快樂天堂,(3 7 song)
我要聽新歌,(3 5 keyword)
鄭秀文,(0 3 artist)
播放起風了,(2 5 song)
我要聽什麼,(3 5 song)
我要聽陳奕迅的歌,(3 6 artist)
我要聽買榜,(3 5 song)
我要聽兒歌,(3 5 song)
我要聽台語歌,(3 5 language)
我要聽新歌,(3 5 keyword)
涼涼,(0 2 song)
我要聽鬼故事,(3 6 audiobook_category)
高勝美的哭砂,(0 3 artist) (4 6 song)
我要聽林宥嘉的歌,(3 6 artist)
播放日語歌,(2 4 language)
我要聽于文文的歌,(3 6 artist)
我想聽齊秦的歌,(3 5 artist)
杜德偉,(0 3 artist)
我要聽熱門歌曲,(3 5 keyword)
我要聽獨立音樂,(3 5 category)
我要聽華語新歌,(3 5 language)
我要聽故事,(0 5 general_audiobook)
我要聽你喜歡我的歌嗎,(3 10 song)
我要聽王力宏的歌,(3 6 artist)
我要聽你喜歡我的歌嗎,(3 10 song)
我要播戴佩妮的怎樣,(3 6 artist) (7 9 song)
播放起風了,(2 5 song)
我要聽生日快樂歌,(3 8 song)
我要聽愛情的模樣,(3 8 song)
回家聲音很差,(0 6 song)
我要聽日文歌,(3 5 language)
播放一曲相思,(2 6 song)
我要聽月琴,(3 5 song)
有一個媽媽媽媽媽,(3 5 song)
我要聽鄧紫棋的歌,(3 6 artist)
baby shark,(0 3 song)
我要聽你喜歡我的歌嗎,(3 10 song)
放抒情歌,(1 3 theme)
我要聽光年之外,(3 7 song)
沙漠駱駝,(0 4 song)
寶貝寶貝,(0 4 song)
我要聽走到飛,(3 6 song)
學貓叫,(0 3 song)
生僻字,(0 3 song)
我要聽月琴,(3 5 song)
播放起風了,(2 5 song)
愛我你就抱抱我,(0 7 song)
學貓叫,(0 3 song)
小跳蛙,(0 3 audiobook)
我要聽張韶涵的淋雨一直走,(3 6 artist) (7 12 song)
我要聽古典音樂,(3 5 category)
我要聽田馥甄的歌,(3 6 artist)
我要聽電子音樂,(3 5 category)
我要聽鬼故事,(3 6 audiobook_category)
我要聽周興哲的歌,(3 6 artist)
我要聽song for two,(3 6 song)
我要聽梁靜茹的歌,(3 6 artist)
我要聽韓語排行榜,(3 5 language)
我要聽相聲,(3 5 audiobook_category)
我要聽華語新歌,(3 5 language)
馬友友,(0 3 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽西洋排行榜,(3 5 language)
我要聽快樂天堂,(3 7 song)
我要聽華語新歌,(3 5 language)
我要聽笑話,(3 5 song)
我要聽 Misia 的歌,(4 7 song)
學貓叫,(0 3 song)
我要聽粵語歌,(3 5 language)
兩隻老虎,(0 4 song)
我要聽鳳飛飛的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
兩隻老虎,(0 4 song)
我要聽黃乙玲的歌,(3 6 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽 lady gaga 的歌,(4 7 artist)
我要聽日文歌,(3 5 language)
兩隻老虎,(0 4 song)
學貓叫,(0 3 song)
我要聽張雨生的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
播一首,(0 3 song)
我要聽周杰倫的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
我要聽王傑的歌,(3 5 artist)
我要聽陳綺貞的歌,(3 6 artist)
我要聽 Alan Walker 的歌,(4 7 artist)
我要聽走到飛,(3 6 song)
我要聽華語新歌,(3 5 language)
我要聽爵士音樂,(3 5 category)
我要聽華語新歌,(3 5 language)
我要聽新歌排行榜,(5 8 keyword)
虎姑婆,(0 3 audiobook)
播放起風了,(2 5 song)
我要聽八度空間,(3 7 album)
我想聽無言的結局,(3 8 song)
我要聽江蕙的歌,(3 5 artist)
我要聽獨立音樂,(3 5 category)
愛我你就抱抱我,(0 7 song)
我要聽留不住的故事,(3 9 song)
我要聽搖滾歌曲,(3 5 category)
李白,(0 2 song)
洪榮宏,(0 3 artist)
我要聽梁靜茹的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
我要聽粵語歌,(3 5 language)
愛我你就抱抱我,(0 7 song)
我要聽薛之謙的歌,(3 6 artist)
我要聽節奏藍調音樂,(3 7 category)
我要聽鬼故事,(3 6 audiobook_category)
播放一曲相思,(2 6 song)
我要聽小美人魚,(3 7 audiobook)
要聽王立祥,(2 5 artist)
我要聽粵語歌,(3 5 language)
我要聽快樂天堂,(3 7 song)
我要聽于文文的歌,(3 6 artist)
我要聽歪批三國,(3 7 song)
我要聽有點野,(3 6 album)
放音樂,(0 3 song)
我要聽小野麗莎的歌,(3 7 artist)
我要聽節奏藍調音樂,(3 7 category)
涼涼,(0 2 song)
我要聽蕭敬騰的歌,(3 6 artist)
凉凉,(0 2 song)
我要聽搖滾音樂,(3 5 category)
兩隻老虎,(0 4 song)
我要聽派對動物,(3 7 song)
我要聽走到飛,(3 6 song)
輕音樂,(0 3 category)
我要聽兒歌,(3 5 song)
我想聽流行音樂,(3 5 keyword)
西洋音樂,(0 2 language)
bye,(0 2 song)
播放音樂,(0 4 song)
我要聽劉德華的歌,(3 6 artist)
播放音樂,(0 4 song)
我要聽費玉清的歌,(3 6 artist)
Beat it,(0 2 song)
我要聽三隻小豬,(3 7 audiobook)
我要聽白雪公主,(3 7 audiobook)
我要聽李千娜的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
我要聽周杰倫的歌,(3 6 artist)
我要聽失戀排行榜,(5 8 keyword)
我要聽買榜,(3 5 song)
你在中山北路主題曲,(1 6 song)
我要聽搖滾音樂,(3 5 category)
我想聽無言的歌,(3 7 song)
有聲書,(0 3 general_audiobook)
我要聽新歌,(3 5 keyword)
我要聽買榜,(3 5 song)
我想聽輕音樂,(3 6 category)
我要聽歪批三國,(3 7 song)
播李秋霞,(1 4 artist)
我要聽張信哲的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
我要聽床邊故事,(3 7 audiobook_category)
講故事,(0 3 song)
我要聽走到飛,(3 6 song)
我要聽鄧麗君的歌,(3 6 artist)
我要聽吳卓源的歌,(3 6 artist)
我要聽快樂的音樂,(3 6 song)
涼涼,(0 2 song)
啊我要聽你愛上屬於你的天空,(4 13 song)
我要聽陳綺貞的歌,(3 6 artist)
往後餘生,(0 4 song)
來首無言的結局,(2 7 song)
我要聽剛好遇見你,(3 8 song)
小跳蛙,(0 3 audiobook)
我要聽對面的女孩看過來,(3 11 song)
我要聽買榜,(3 5 song)
學貓叫,(0 3 song)
我要聽 ONE OK ROCK,(4 7 artist)
我要聽吳卓源的歌,(3 6 artist)
李玟,(0 2 artist)
費玉清送你一把泥土,(0 3 artist)
我要聽嘻哈音樂,(3 5 category)
我要聽煙花易冷,(3 7 song)
播放一曲相思,(2 6 song)
兩隻老虎,(0 4 song)
我要聽搖滾音樂,(3 5 category)
我要聽于文文的歌,(3 6 artist)
我要聽買榜,(3 5 song)
我要聽華語音樂,(3 5 language)
涼涼,(0 2 song)
我要聽心情不好的時候適合聽的歌曲,(3 7 theme)
陳小雲,(0 3 artist)
我要聽費玉清的歌,(3 6 artist)
我要聽節奏藍調音樂,(3 7 category)
播放一曲相思,(2 6 song)
我要聽搖滾音樂,(3 5 category)
播放冰雪,(2 4 audiobook)
沙漠駱駝,(0 4 song)
我要聽古典音樂,(3 5 category)
我要聽黃乙玲的歌,(3 6 artist)
我要聽煙花易冷,(3 7 song)
播放一曲相思,(2 6 song)
我要聽劉德華的歌,(3 6 artist)
陳小雲,(0 3 artist)
我要聽華語音樂,(3 5 language)
我要聽買榜,(3 5 song)
我要聽田馥甄的歌,(3 6 artist)
阿拉丁主題曲,(3 6 song)
我要聽宇多田光的歌,(3 7 artist)
我要聽快樂天堂,(3 7 song)
涼涼,(0 2 song)
我要聽小蘋果,(3 6 song)
我要聽英文版拇指姑娘,(3 10 audiobook)
我要聽橄欖樹,(3 6 song)
我要聽鬼故事,(3 6 audiobook_category)
播放芭比的触电,(2 4 artist)
我要聽鄧紫棋的歌,(3 6 artist)
我要聽江蕙的歌,(3 5 artist)
播放芭比的触电,(2 4 artist)
我要聽周杰倫的歌,(3 6 artist)
我要聽留不住的故事,(3 9 song)
我要聽光年之外,(3 7 song)
沙漠駱駝,(0 4 song)
播放一曲相思,(2 6 song)
我要聽相聲選粹,(3 7 audiobook)
播放韓語歌,(2 4 language)
播費玉清的晚安曲,(1 4 artist) (5 8 song)
西洋音樂,(0 2 language)
生僻字,(0 3 song)
我要聽買榜,(3 5 song)
我要聽王力宏的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽江蕙的歌,(3 5 artist)
我要聽新歌,(3 5 keyword)
我要聽買榜,(3 5 song)
往後餘生,(0 4 song)
熱門歌曲,(0 2 keyword)
我要聽田馥甄的歌,(3 6 artist)
沙漠駱駝,(0 4 song)
我要聽琅琊榜,(3 6 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽華語新歌,(3 5 language)
韓國音樂,(0 2 language)
我要聽我好嗎,(3 6 song)
我要聽華語新歌,(3 5 language)
我想聽快樂情境的歌,(3 5 theme)
我要聽吳卓源的歌,(3 6 artist)
學貓叫,(0 3 song)
我要聽吳卓源的歌,(3 6 artist)
我要聽古典音樂,(3 5 category)
播放起風了,(2 5 song)
我要聽相聲,(3 5 audiobook_category)
我要聽吳卓源的歌,(3 6 artist)
我要聽童話故事,(3 7 audiobook_category)
黃小琥,(0 3 artist)
我要聽買榜,(3 5 song)
我要聽華語新歌,(3 5 language)
我要聽英文版綠野仙蹤,(3 10 audiobook)
我要聽日文歌,(3 5 language)
我要聽華語新歌,(3 5 language)
我要聽台語歌,(3 5 language)
我要聽光年之外,(3 7 song)
我要聽鬼故事,(3 6 audiobook_category)
我要聽台語歌,(3 5 language)
小蘋果,(0 3 song)
播放音樂,(0 4 song)
我要聽光年之外,(3 7 song)
我要聽粵語歌,(3 5 language)
我要聽鐵達尼號的主題曲,(3 7 song)
陳小春,(0 3 artist)
小跳蛙,(0 3 audiobook)
我要聽嘻哈音樂,(3 5 category)
我要聽五月天的歌,(3 6 artist)
我要聽音樂,(0 5 song)
我要聽台語歌,(3 5 language)
我要聽陳綺貞的歌,(3 6 artist)
愛我你就抱抱我,(0 7 song)
杜德偉,(0 3 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽有點野,(3 6 album)
我要聽準備中,(3 6 album)
有一種悲傷,(0 5 song)
我要聽蔡琴的歌,(3 5 artist)
為什麼泡泡會向天上跑,(7 9 song)
我要聽鬼故事,(3 6 audiobook_category)
我要聽兒歌,(3 5 song)
有一種悲傷,(0 5 song)
我要聽光年之外,(3 7 song)
播放一曲相思,(2 6 song)
我要聽玖壹壹的歌,(3 6 artist)
我要聽派對動物,(3 7 song)
我要聽你喜歡我的歌嗎,(3 10 song)
我要聽光年之外,(3 7 song)
我要聽走到飛,(3 6 song)
我要聽煙花易冷,(3 7 song)
我要聽紅蜻蜓,(3 6 song)
我要聽好想你,(3 6 song)
我要聽節奏藍調音樂,(3 7 category)
陳小雲,(0 3 artist)
我要聽林俊傑的歌,(3 6 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽粵語歌,(3 5 language)
來首愛情的騙子我問你,(2 10 song)
我要聽爵士音樂,(3 5 category)
兩隻老虎,(0 4 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽買榜,(3 5 song)
康康,(0 2 artist)
兩隻老虎,(0 4 song)
我要聽新歌,(3 5 keyword)
兩隻老虎,(0 4 song)
我要聽新歌,(3 5 keyword)
愛我你就抱抱我,(0 7 song)
一曲相思,(0 4 song)
我要聽偶然與巧合,(3 5 song)
播放一曲相思,(2 6 song)
我要聽華語新歌,(3 5 language)
我要聽相聲,(3 5 audiobook_category)
我要聽搖滾音樂,(3 5 category)
唱一首小蘋果,(3 6 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽肖邦,(3 5 artist)
播玻璃,(1 3 song)
我想聽加加油,(3 6 song)
我要聽華語音樂,(3 5 language)
唱一首小蘋果,(3 6 song)
我要聽王力宏的歌,(3 6 artist)
採花,(0 2 song)
我要聽華語音樂,(3 5 language)
我要聽王菲的歌,(3 5 album)
我要聽搖滾音樂排行榜,(3 5 category) (7 10 keyword)
我要聽三隻小豬,(3 7 audiobook)
唱一首伍佰的浪人情歌,(3 5 artist) (6 10 song)
我要聽相聲選粹,(3 7 audiobook)
沙漠駱駝,(0 4 song)
我要聽搖滾音樂,(3 5 category)
生日快樂,(0 4 song)
學貓叫,(0 3 song)
我要聽相聲,(3 5 audiobook_category)
我要聽 Alan Walker 的歌,(4 7 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽對面的女孩看過來,(3 11 song)
我要聽煙花易冷,(3 7 song)
我要聽詹雅雯的歌,(3 6 artist)
我要聽田馥甄的歌,(3 6 artist)
我要聽熱門歌曲,(3 5 keyword)
我要聽有聲書,(0 6 general_audiobook)
播費玉清的晚安曲,(1 4 artist) (5 8 song)
西洋音樂,(0 2 language)
我要聽買榜,(3 5 song)
唱一首小蘋果,(3 6 song)
播放音樂,(0 4 song)
播放一曲相思,(2 6 song)
我要聽新歌,(3 5 keyword)
我要聽米津玄師,(3 7 artist)
學貓叫,(0 3 song)
我要聽光年之外,(3 7 song)
我要聽鄧麗君的歌,(3 6 artist)
bruno mars,(0 3 artist)
我要聽橄欖樹,(3 6 song)
愛我你就抱抱我,(0 7 song)
我要聽三隻小豬,(3 7 audiobook)
播放陳綺貞的歌曲,(2 5 artist)
我要聽對面的女孩看過來,(3 11 song)
我要聽迪士尼音樂,(3 5 song)
我要聽喬幼的歌,(3 5 artist)
播放流行音樂,(2 4 keyword)
我要聽周杰倫的歌,(3 6 artist)
我要聽床邊故事,(3 7 audiobook_category)
我要聽華語新歌,(3 5 language)
幫我sm,(0 2 song)
我要聽華語音樂,(3 5 language)
我要聽爵士音樂,(3 5 category)
我要聽李健的傳奇,(3 5 artist) (6 8 song)
我要聽華語音樂,(3 5 language)
我要聽光年之外,(3 7 song)
for the first time in forever,(0 4 song) (5 7 song)
我要聽李千娜的歌,(3 6 artist)
播放一曲相思,(2 6 song)
我要聽費玉清的歌,(3 6 artist)
我要聽五月天的歌,(3 6 artist)
我要聽兒歌,(3 5 song)
播放起風了,(2 5 song)
我要聽走到飛,(3 6 song)
我要聽張宇的歌,(3 5 artist)
播放起風了,(2 5 song)
我要聽 Alan Walker 的歌,(4 7 artist)
往後餘生,(0 4 song)
愛我你就抱抱我,(0 7 song)
西洋音樂,(0 2 language)
我要聽防彈少年團的歌,(3 8 artist)
寶貝寶貝,(0 4 song)
沙漠駱駝,(0 4 song)
我要聽周杰倫的歌,(3 6 artist)
學貓叫,(0 3 song)
吐口水要去罰站的英文,(0 3 song)
我要聽雨天的歌,(3 5 theme)
我要聽故事,(0 5 general_audiobook)
學貓叫,(0 3 song)
我要聽華語新歌,(3 5 language)
我要聽動力火車的歌,(3 7 artist)
我要聽茄子蛋的歌,(3 6 artist)
孫露的月光小夜曲,(0 2 artist) (3 8 song)
我要聽 Misia 的歌,(4 7 song)
我要聽華語新歌,(3 5 language)
我要聽光年之外,(3 7 song)
小明的笑話,(0 2 artist) (3 5 song)
我想聽一九八九taylor swift專輯,(7 10 artist)
播放周杰倫的歌,(2 5 artist)
安心亞的,(0 3 artist)
播放一曲相思,(2 6 song)
愛我你就抱抱我,(0 7 song)
我要聽張韶涵的歌,(3 6 artist)
我想要聽梁山伯與祝英台,(4 11 song)
我要聽兒歌,(3 5 song)
我要聽周興哲的歌,(3 6 artist)
我要聽西洋排行榜,(3 5 language)
我要聽陳奕迅k歌之王,(3 6 artist)
我要聽 Alan Walker 的歌,(4 7 artist)
播放悲傷如雨,(2 6 song)
,(0 0 song)
我要聽留不住的故事,(3 9 song)
我要聽新歌,(3 5 keyword)
我要聽蔡依林的腦公,(3 6 artist) (7 9 song)
兩隻老虎,(0 4 song)
我要聽對面的女孩看過來,(3 11 song)
我要聽鬼故事,(3 6 audiobook_category)
涼涼,(0 2 song)
我要聽茄子蛋的歌,(3 6 artist)
來首愛情的騙子我問你,(2 10 song)
我要聽 lady gaga 的歌,(4 7 artist)
我要聽買榜,(3 5 song)
我要聽台語歌,(3 5 language)
我要聽陳綺貞的歌,(3 6 artist)
我要聽歌,(0 4 song)
我要聽節奏藍調音樂,(3 7 category)
我要聽茄子蛋的歌,(3 6 artist)
我要聽陳綺貞的歌,(3 6 artist)
播放小紅帽的兒童故事,(6 10 audiobook_category)
兩隻老虎,(0 4 song)
我要聽煙花易冷,(3 7 song)
我家乖乖,(2 4 song)
西洋音樂,(0 2 language)
我要聽光年之外,(3 7 song)
我要聽紅蜻蜓,(3 6 song)
我要聽搖滾音樂,(3 5 category)
我要聽光年之外,(3 7 song)
我要聽故事,(0 5 general_audiobook)
我要聽橄欖樹,(3 6 song)
郭德綱的節目,(0 3 artist)
我要聽歪批三國,(3 7 song)
我要聽煙花易冷,(3 7 song)
我要聽獨立音樂,(3 5 category)
西洋音樂,(0 2 language)
我要聽鄧麗君的歌,(3 6 artist)
我要聽爵士音樂,(3 5 category)
我要聽日語排行榜,(3 5 language)
我要聽a lin的歌,(5 8 song)
我要聽 ONE OK ROCK 的歌,(4 9 artist)
我要聽光年之外,(3 7 song)
我要聽華語新歌,(3 5 language)
播放一曲相思,(2 6 song)
學貓叫,(0 3 song)
播放小紅帽的兒童故事,(6 10 audiobook_category)
播放韓語歌,(2 4 language)
生僻字,(0 3 song)
西洋音樂,(0 2 language)
我要聽八度空間,(3 7 album)
我要聽新歌,(3 5 keyword)
我要聽搖滾音樂,(3 5 category)
我要聽新歌,(3 5 keyword)
我要聽悲傷的歌曲,(3 5 theme)
明天回波縣,(0 2 song)
我要聽走到飛,(3 6 song)
阿拉丁主題曲,(3 6 song)
我要聽獨立音樂,(3 5 category)
我要聽華語音樂,(3 5 language)
我要聽光年之外,(3 7 song)
我要聽光年之外,(3 7 song)
我要聽光年之外,(3 7 song)
播放一曲相思,(2 6 song)
我要聽江蕙的歌,(3 5 artist)
往後餘生,(0 4 song)
我要聽爵士音樂,(3 5 category)
我要聽光年之外,(3 7 song)
我要聽玖壹壹的歌,(3 6 artist)
我要聽于文文的歌,(3 6 artist)
播放一曲相思,(2 6 song)
播放音樂,(0 4 song)
我要聽月琴,(3 5 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽相聲選粹,(3 7 audiobook)
我要聽許志豪汗菜滄縣的熱門歌曲,(11 13 keyword)
我要聽搖滾音樂,(3 5 category)
我要聽熱門歌曲,(3 5 keyword)
我要聽睡眠音樂,(3 5 theme)
往後餘生,(0 4 song)
我要聽飄向北方,(3 7 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽橄欖樹,(3 6 song)
我要聽周杰倫的歌,(3 6 artist)
我要聽爵士音樂,(3 5 category)
我要聽台語歌,(3 5 language)
我要聽林俊傑的歌,(3 6 artist)
我要聽留不住的故事,(3 9 song)
Beat it,(0 2 song)
我要聽于文文的歌,(3 6 artist)
我要聽對面的女孩看過來,(3 11 song)
播放音樂,(0 4 song)
蘇永康,(0 3 artist)
你喜歡,(1 3 song)
沙漠駱駝,(0 4 song)
播放周傳雄的歌,(2 5 artist)
高勝美的哭砂,(0 3 artist) (4 6 song)
播放一曲相思,(2 6 song)
我想聽星星的心我想聽星星的心,(3 5 song) (10 14 song)
我想聽故事,(0 5 general_audiobook)
愛我你就抱抱我,(0 7 song)
播放一曲相思,(2 6 song)
我要聽古典音樂,(3 5 category)
我要聽周華健的歌,(3 6 artist)
陳小雲,(0 3 artist)
再放寶鑑,(2 4 song)
我要聽林俊傑的歌,(3 6 artist)
高勝美的哭砂,(0 3 artist) (4 6 song)
我要聽林俊傑的歌,(3 6 artist)
我要聽新歌,(3 5 keyword)
我要聽節奏藍調音樂,(3 7 category)
我要聽王力宏的歌,(3 6 artist)
唱一首小蘋果,(3 6 song)
我要聽月琴,(3 5 song)
有聲書,(0 3 general_audiobook)
大悲咒,(0 3 song)
我要聽鬼故事,(3 6 audiobook_category)
你講故事啊,(1 4 song)
愛我你就抱抱我,(0 7 song)
蘇永康,(0 3 artist)
我要聽煙花易冷,(3 7 song)
我要聽兒歌,(3 5 song)
學貓叫,(0 3 song)
學貓叫,(0 3 song)
我要聽茄子蛋的歌,(3 6 artist)
我要聽浪榴蓮,(3 6 song)
播放一曲相思,(2 6 song)
我要聽張雨生的歌,(3 6 artist)
